brand,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(cc),max_power(bhp),seats,selling_price
Hyundai,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,500000
Mahindra,2011,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,404000
Tata,2015,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,500000
Tata,2017,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,350000
Tata,2015,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,380000
Hyundai,2008,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,114999
Honda,2014,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,335000
Hyundai,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,465000
Tata,2012,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,290000
Maruti,2005,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,110000
Tata,2011,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,450000
Mahindra,2009,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,400000
Mahindra,2007,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,210000
Mercedes-Benz,2018,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,4600000
Maruti,2016,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,220000
Hyundai,2017,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,450000
Hyundai,2017,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,450000
Hyundai,2013,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,290000
Maruti,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,520000
Hyundai,2011,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,265000
Maruti,2012,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,330000
Maruti,2012,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,330000
Mahindra,2014,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,509999
Hyundai,2014,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,500000
Hyundai,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,525000
Maruti,2019,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,675000
Hyundai,2010,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,300000
Maruti,2005,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,90000
Maruti,2017,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,650000
Maruti,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,409000
Hyundai,2015,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,395000
Maruti,2010,70000,Petrol,Individual,Manual,Second Owner,19.21963068181816,980.0511363636364,61.32218749999984,5.0,215000
Maruti,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,400000
Chevrolet,2012,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,120000
Tata,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,645000
Maruti,2006,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,81000
Honda,2017,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,1300000
Honda,2017,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,1250000
Maruti,2013,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,535000
Nissan,2014,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,555000
Honda,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,725000
Mahindra,1983,10000,Diesel,Individual,Manual,Third Owner,13.914130434782612,2278.1521739130435,99.6086956521739,7.0,300000
Renault,2016,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,229999
Toyota,2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,800000
Maruti,2017,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,409999
Hyundai,2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,1210000
Tata,2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,400000
Hyundai,2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,520000
Maruti,2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,650000
Maruti,2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,325000
Maruti,2012,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,420000
Maruti,2014,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,400000
Hyundai,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,254999
Maruti,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,65000
Maruti,2017,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,351000
Toyota,2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,404000
Maruti,2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,185000
Nissan,2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,250000
Maruti,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,60000
Hyundai,2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5.0,500000
Maruti,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,85000
Hyundai,2005,60000,Petrol,Individual,Manual,Second Owner,18.622931937172773,1148.7329842931938,76.06890052356023,5.0,85000
Maruti,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,85000
Maruti,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,265000
Maruti,2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,130000
Maruti,2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,480000
Maruti,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,170000
Nissan,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,275000
Maruti,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,89000
Ford,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,170000
Mahindra,2019,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,1090000
Hyundai,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,1100000
Maruti,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,610000
Datsun,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,335000
Hyundai,2015,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,434999
Toyota,2018,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7.0,3000000
Renault,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,390000
Honda,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,325000
Volkswagen,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,640000
Nissan,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,450000
Toyota,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,400000
Hyundai,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,215000
Renault,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,570000
Mahindra,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,680000
Toyota,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,325000
Tata,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,150000
Hyundai,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5.0,690000
Mercedes-Benz,2013,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,1550000
Tata,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4.0,64000
Nissan,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,250000
Maruti,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,65000
Maruti,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,550000
Hyundai,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,140000
Renault,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,300000
Volkswagen,2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5.0,800000
Jaguar,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2625000
Lexus,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000
Jaguar,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000
Tata,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000
Volvo,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000
Toyota,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000
Maruti,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000
Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000
Honda,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000
Toyota,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000
Maruti,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000
Toyota,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000
Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000
Hyundai,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000
BMW,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000
BMW,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000
Honda,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000
Skoda,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000
Volvo,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000
Hyundai,2010,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,150000
Toyota,2012,162000,Diesel,Individual,Manual,Third Owner,14.227894736842108,2341.2631578947367,102.08736842105263,8.0,265000
Honda,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5.0,500000
Maruti,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,480000
Hyundai,2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,535000
Toyota,2005,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,250000
Maruti,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,300000
Hyundai,2009,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,340000
Hyundai,2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,340000
Maruti,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,240000
Honda,2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,1085000
Maruti,2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,750000
Tata,2012,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,95000
Maruti,2020,35000,CNG,Individual,Manual,First Owner,18.791999999999998,1196.0,61.7,5.0,409999
Maruti,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,215000
Mahindra,2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,1290000
Maruti,2010,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,150000
Hyundai,2013,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,219000
Tata,2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,325000
Maruti,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5.0,260000
Jaguar,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2625000
Lexus,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000
Jaguar,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000
Tata,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000
Volvo,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000
Toyota,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000
Maruti,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000
Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000
Honda,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000
Toyota,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000
Maruti,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000
Toyota,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000
Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000
Hyundai,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000
BMW,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000
BMW,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000
Honda,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000
Skoda,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000
Volvo,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000
Honda,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5.0,700000
Hyundai,2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,950000
Maruti,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,160000
Hyundai,2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5.0,409999
Toyota,2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,840000
Toyota,2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,450000
Maruti,2017,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,900000
Toyota,2008,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,570000
Nissan,2011,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5.0,254999
Maruti,2009,40000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,130000
Maruti,2013,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,530000
Volkswagen,2015,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,520000
Mahindra,2011,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5.0,229999
Maruti,2004,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,81000
Maruti,2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,600000
Hyundai,2015,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5.0,409999
Maruti,2010,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,120000
Maruti,2014,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,320000
Ford,2015,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,292000
Tata,2012,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,390000
Ford,2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,550000
Maruti,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,385000
Hyundai,2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,800000
Maruti,2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,675000
Tata,2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,1525000
Ford,2018,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,950000
Hyundai,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,610000
Hyundai,2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,525000
Honda,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5.0,700000
Mahindra,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,375000
Nissan,2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,580000
Maruti,2015,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0,434999
Datsun,2020,2136,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,350000
Toyota,2012,250000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,730000
Hyundai,2015,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,600000
Toyota,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,1050000
Maruti,2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,735000
Renault,2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5.0,1050000
Chevrolet,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,420000
Maruti,2017,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,800000
Toyota,2015,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,2000000
Maruti,2016,147000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,600000
Toyota,2015,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,1900000
Chevrolet,2011,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7.0,500000
Tata,2011,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,200000
Nissan,2016,35000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,370000
Hyundai,2010,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,260000
Mahindra,2016,100000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,280000
Maruti,2014,21000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,610000
Ford,2013,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,5.0,300000
Tata,2010,40000,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,5.0,140000
Hyundai,2008,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,229999
Maruti,2010,65000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,200000
Maruti,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,200000
Hyundai,2015,119000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,560000
Maruti,2016,80000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,750000
Maruti,2017,90000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,585000
Hyundai,2016,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5.0,760000
Maruti,2014,80000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,430000
Mahindra,2020,44665,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,480000
Kia,2019,10000,Diesel,Individual,Manual,First Owner,20.8,1493.0,113.4,5.0,643000
Hyundai,2018,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,500000
Honda,2016,22000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5.0,425000
Maruti,2014,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,250000
Maruti,2016,70000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5.0,285000
Maruti,2008,123000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5.0,160000
Volkswagen,2011,70000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,250000
Chevrolet,2013,70000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0,170000
Toyota,2013,45000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0,409999
Hyundai,2015,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,82.0,5.0,400000
Maruti,2019,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,700000
Honda,2007,90000,Petrol,Individual,Automatic,First Owner,12.9,1799.0,130.0,5.0,350000
Maruti,2016,34000,Petrol,Individual,Manual,Second Owner,17.5,1373.0,91.1,7.0,660000
Maruti,2017,25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,268000
Maruti,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,270000
Chevrolet,2013,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,300000
Tata,2017,90000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,450000
Chevrolet,2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,220000
Tata,2009,146000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.0,7.0,250000
Ford,2012,85000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,300000
Tata,2009,201850,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,88000
Maruti,2016,30000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,561000
Maruti,2018,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,755000
Datsun,2017,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,235000
Maruti,2011,90000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,165000
Maruti,2008,80000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,190000
Tata,2011,50000,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,5.0,110000
Mahindra,2012,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8.0,320000
Maruti,2010,110000,Diesel,Individual,Manual,Second Owner,22.435050000000036,1246.24,77.29664999999996,5.0,330000
Hyundai,2016,38000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,540000
Hyundai,2013,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,180000
